,Inflight wifi service,Gate location,Online boarding,Inflight entertainment,On-board service,Leg room service,Checkin service,Cleanliness,Type of Travel Ordinal,Class Ordinal,satisfaction Ordinal
51832,2,4,3,2,2,2,2,3,1,2,0
51834,2,3,4,2,2,2,2,4,1,1,0
51835,3,3,1,5,5,5,2,1,1,1,1
51836,3,4,3,3,3,4,1,3,1,1,0
51837,4,3,4,2,4,2,4,2,1,2,0
51838,1,3,1,3,4,3,1,3,1,2,0
51839,1,1,5,4,4,4,3,3,1,1,1
51840,3,1,3,5,4,5,3,5,0,1,0
51841,3,2,3,2,3,3,5,2,1,1,0
51842,1,1,3,5,5,1,4,5,0,1,0
51843,4,3,4,4,3,3,1,4,1,0,0
51844,3,3,3,3,2,1,2,3,1,2,0
51845,2,3,2,5,3,1,1,5,1,2,0
51846,3,1,5,2,2,3,3,4,0,2,0
51847,4,4,4,4,1,5,5,5,0,2,1
51848,2,1,2,2,5,3,4,2,0,2,0
51849,1,2,1,4,5,5,5,4,0,2,0
51850,4,4,4,5,3,5,5,5,1,2,1
51851,2,4,2,5,5,2,4,5,0,2,0
51852,2,3,2,5,1,3,3,5,1,2,0
51853,1,4,1,1,2,4,3,1,1,2,0
51854,4,2,4,3,5,5,3,3,1,2,0
51855,2,2,5,5,3,4,4,5,1,1,1
51856,3,3,4,4,4,2,4,4,0,2,0
51857,3,4,3,3,4,2,4,3,1,2,0
51858,2,1,2,2,2,2,2,1,1,1,0
51859,3,3,5,4,4,5,5,4,1,1,1
51860,2,2,2,2,2,4,2,2,1,1,0
51861,4,2,4,2,5,4,3,2,1,2,0
51862,5,5,5,5,5,5,4,5,1,1,1
51863,5,5,4,5,5,5,2,2,1,1,1
51864,1,1,5,5,5,5,4,3,1,1,1
51865,2,2,2,3,5,2,5,3,0,2,0
51866,5,5,4,3,3,3,5,5,1,1,1
51867,1,2,1,2,1,1,4,2,0,0,0
51868,5,5,4,5,5,5,1,3,1,1,1
51869,5,5,4,4,4,4,5,3,1,1,1
51870,1,2,1,3,5,5,5,3,1,2,0
51871,3,2,2,5,5,1,2,5,1,1,0
51873,3,3,4,5,5,5,4,5,1,1,1
51874,2,4,2,2,1,3,1,2,1,2,0
51875,3,1,3,3,2,3,3,3,1,2,0
51876,2,3,2,3,5,5,4,3,0,2,0
51877,3,2,3,4,2,4,4,4,0,2,0
51878,3,2,3,3,4,5,3,3,1,2,0
51879,2,3,2,3,3,1,2,3,1,2,0
51881,2,3,2,3,3,4,4,3,0,2,0
51882,3,3,3,5,3,4,1,5,0,2,0
51883,2,4,2,2,2,3,2,2,1,1,0
51885,2,4,2,1,3,3,4,1,1,2,0
51887,4,5,4,4,1,5,3,4,1,1,0
51888,2,3,2,4,3,4,1,4,0,2,0
51889,5,5,5,5,3,5,5,5,1,1,1
51890,4,4,4,4,4,4,5,3,1,1,1
51891,3,2,3,3,2,5,1,3,0,2,0
51892,3,4,3,4,4,5,3,4,0,0,0
51893,2,3,3,2,2,2,2,2,1,1,0
51894,1,4,4,1,1,1,4,4,1,2,0
51895,5,5,5,5,5,5,5,3,1,1,1
51896,1,1,1,2,4,2,3,2,0,2,0
51897,1,1,4,4,4,4,5,3,1,1,1
51898,2,2,5,5,5,5,5,3,1,1,1
51899,4,2,4,5,4,2,3,5,0,2,0
51900,3,3,3,3,5,4,5,3,0,2,0
51901,2,3,2,2,4,3,1,2,0,2,0
51903,2,5,4,2,2,1,3,1,1,1,0
51904,3,4,3,5,5,1,2,5,1,2,0
51905,2,3,2,4,3,5,4,4,0,2,0
51906,3,2,5,3,3,3,4,5,0,2,0
51907,1,1,4,4,4,4,3,5,1,1,1
51908,2,3,2,1,3,3,3,1,1,2,0
51909,2,1,4,1,1,4,4,4,0,2,0
51910,3,3,2,2,4,4,5,2,1,1,1
51911,3,5,3,3,1,5,1,3,1,2,1
51912,3,3,4,4,4,4,5,3,1,1,1
51913,5,5,4,4,4,3,2,4,1,1,1
51914,5,5,5,4,4,4,3,3,1,1,1
51915,2,5,3,2,4,2,1,2,1,1,0
51916,5,5,5,5,5,5,3,4,1,1,1
51917,3,2,2,3,3,3,2,2,1,2,0
51918,2,2,5,5,5,5,5,5,1,1,1
51919,3,2,3,3,3,1,3,3,1,1,0
51920,3,2,2,5,5,3,3,2,0,2,0
51921,3,3,4,3,2,5,4,4,1,1,1
51922,3,4,3,4,4,3,1,4,0,0,0
51924,1,1,4,4,4,5,3,5,1,1,1
51925,4,3,4,4,3,1,2,4,1,2,0
51926,4,2,4,3,3,3,2,3,0,0,1
51927,4,3,3,4,2,1,3,4,1,2,0
51928,2,4,3,3,3,3,1,4,1,1,0
51929,3,3,2,3,5,5,5,3,0,2,0
51930,4,5,4,4,3,5,4,4,1,1,0
51931,2,3,2,5,3,2,2,5,0,2,0
51932,4,4,1,4,4,4,5,5,1,2,1
51933,2,3,2,4,5,3,3,4,1,1,0
51934,4,3,4,3,3,3,3,3,1,2,0
51935,4,5,4,4,3,1,5,4,1,2,1
51936,3,3,3,3,3,3,1,3,1,1,0
51937,1,1,5,5,5,5,3,3,1,1,1
51938,4,5,3,4,4,4,4,4,1,0,0
51939,5,2,5,2,3,5,1,2,0,2,1
51940,4,1,4,5,4,3,3,5,1,1,0
51941,3,3,4,3,2,1,3,3,0,2,0
51942,1,1,4,3,3,3,3,4,1,1,0
51943,1,1,1,5,5,2,2,5,0,2,0
51944,5,4,5,4,3,2,4,4,0,0,1
51945,3,1,5,1,1,2,5,5,0,2,0
51946,3,3,4,5,5,5,4,5,1,1,1
51947,3,3,3,3,3,3,4,1,1,2,0
51949,4,4,4,5,5,5,3,5,1,1,1
51950,5,5,4,4,5,5,5,4,1,1,1
51951,1,3,1,1,3,3,4,1,1,2,0
51952,2,2,4,4,4,3,3,4,1,1,1
51953,3,2,4,3,4,5,5,3,1,1,0
51954,2,4,2,2,5,5,5,2,0,2,0
51955,1,1,3,4,4,4,1,3,1,1,1
51956,4,4,5,5,5,5,5,5,1,1,1
51957,4,4,5,5,5,4,3,3,1,1,1
51958,2,3,2,3,5,5,5,3,0,2,0
51959,5,5,4,5,5,5,3,4,1,1,1
51960,2,2,5,5,5,5,3,4,1,1,1
51961,4,3,4,2,3,4,5,2,0,2,0
51962,4,4,5,4,4,4,3,5,1,1,1
51963,4,4,1,4,4,4,4,4,1,1,1
51964,3,3,3,4,4,5,4,4,1,2,0
51965,3,5,3,3,3,3,4,1,1,2,0
51966,5,5,5,5,5,5,4,1,1,1,1
51967,2,4,3,2,2,2,1,4,1,2,0
51968,3,1,3,2,1,1,2,2,1,2,0
51969,1,2,1,5,4,3,5,5,1,2,0
51970,4,4,4,1,5,3,4,4,1,1,0
51971,1,5,3,1,1,1,1,4,1,1,0
51972,2,3,2,3,3,2,3,1,0,1,0
51973,1,4,4,4,4,1,2,1,0,1,0
51974,3,1,3,2,2,3,3,2,0,2,0
51976,3,3,4,4,5,4,4,4,1,1,1
51977,3,3,4,4,4,5,3,4,1,1,1
51979,3,3,5,5,5,5,5,5,1,1,1
51980,4,5,4,4,5,5,5,4,1,1,0
51981,3,5,3,3,3,3,2,3,1,1,0
51982,3,3,2,3,5,2,5,3,0,2,0
51983,3,4,3,3,4,1,4,3,1,2,0
51985,2,3,2,4,3,4,3,4,1,1,0
51986,3,3,3,3,4,4,5,3,0,2,0
51987,3,2,4,3,3,3,2,4,1,2,0
51988,4,2,4,4,3,3,1,4,1,0,1
51989,3,4,3,3,3,3,3,4,1,1,0
51990,2,3,5,2,2,2,5,4,0,2,0
51991,2,2,5,4,4,4,4,3,1,1,1
51992,3,3,4,4,4,4,5,5,1,1,1
51994,4,4,4,5,5,5,3,3,1,1,1
51996,1,1,5,3,3,3,4,4,1,1,1
51997,1,3,3,4,4,1,2,4,0,2,0
51998,3,2,3,2,1,3,3,2,1,2,0
52000,5,2,5,4,5,4,5,4,1,2,1
52001,2,2,3,1,4,3,4,1,0,2,0
52003,4,4,5,1,3,5,5,1,1,2,1
52004,2,3,2,2,2,1,2,2,0,0,0
52005,5,5,4,5,5,5,5,3,1,1,1
52007,4,4,4,4,4,4,4,4,1,2,1
52008,2,5,2,2,4,2,1,2,1,2,0
52009,2,4,2,3,3,3,1,3,1,1,0
52011,4,4,5,5,5,5,3,5,1,1,1
52012,4,4,4,4,4,5,5,4,1,1,1
52013,2,3,2,4,5,5,5,4,1,1,0
52014,2,3,5,4,4,2,4,3,0,2,0
52015,2,2,3,3,2,2,4,3,1,1,0
52016,4,2,3,4,4,4,4,4,1,1,0
52017,1,4,1,4,3,3,1,1,0,2,0
52018,4,3,4,2,2,3,1,2,1,2,0
52019,2,5,2,4,3,3,3,4,1,2,0
52020,4,1,4,5,1,2,2,5,0,2,1
52021,5,5,3,3,4,5,3,3,1,1,1
52022,2,2,2,5,5,5,2,3,1,1,1
52023,4,5,3,4,4,5,4,4,1,1,0
52024,5,5,3,4,4,4,3,5,1,1,1
52025,3,3,3,3,3,4,5,3,1,2,0
52026,5,5,2,4,4,4,1,3,1,1,1
52027,3,3,4,4,4,3,4,4,1,1,1
52028,3,3,3,5,3,5,4,5,1,1,0
52029,3,3,4,4,4,5,3,4,1,1,1
52030,4,4,5,5,4,5,3,5,1,1,1
52031,1,1,5,4,4,5,5,3,1,1,1
52032,4,4,4,5,2,5,2,5,1,2,0
52033,5,3,5,3,4,4,5,3,1,2,1
52035,2,3,2,2,3,4,3,2,0,2,0
52036,3,3,3,1,5,3,4,1,0,2,0
52037,1,1,4,4,4,4,4,3,1,1,1
52038,1,1,4,5,5,5,5,3,1,1,1
52039,2,5,4,4,4,2,4,4,0,2,0
52040,2,4,4,2,2,2,4,3,0,2,0
52041,4,4,4,4,4,4,5,3,1,1,1
52042,1,2,1,1,2,4,2,1,1,0,0
52043,3,1,2,1,4,5,2,2,1,2,0
52044,1,1,4,3,2,4,4,4,1,1,1
52045,1,1,4,1,1,2,3,2,1,1,0
52046,4,4,4,4,4,4,5,5,1,1,1
52047,3,3,3,3,1,4,3,3,1,1,0
52048,4,4,3,4,4,4,1,1,1,1,1
52049,4,4,3,4,1,1,2,4,1,2,1
52050,5,4,5,5,3,4,4,5,1,1,1
52052,2,4,2,4,3,5,3,4,0,2,0
52053,1,4,1,3,1,1,2,3,1,2,0
52054,4,4,4,1,5,3,4,1,0,2,0
52055,3,3,3,1,1,2,2,1,0,2,0
52056,4,3,4,2,2,4,3,4,0,2,0
52057,2,2,5,5,5,5,3,5,1,1,1
52058,2,4,2,5,1,5,1,5,0,2,0
52059,4,2,4,1,3,2,2,1,1,2,0
52060,3,5,3,4,3,5,5,4,1,1,0
52062,3,4,3,3,1,2,3,3,0,2,0
52063,3,2,2,3,3,3,2,3,1,1,0
52064,4,5,4,4,2,1,2,4,1,2,1
52065,5,2,4,5,2,2,1,5,1,2,0
52066,5,5,5,5,5,5,4,4,1,1,1
52067,3,3,5,2,2,3,4,2,0,2,0
52068,2,1,2,2,5,2,3,2,1,2,1
52069,3,3,5,5,5,5,4,3,1,1,1
52070,1,3,4,5,5,1,3,4,0,2,0
52071,2,5,2,2,2,2,3,2,1,1,0
52072,2,2,5,3,3,4,3,5,1,1,1
52073,1,3,1,4,3,2,5,4,1,2,0
52074,2,2,3,3,3,5,3,3,1,1,1
52075,4,4,4,1,3,3,5,1,0,2,0
52076,1,3,3,1,1,1,3,1,1,1,0
52077,3,3,3,2,3,2,3,2,0,2,0
52078,3,3,4,2,2,2,5,4,1,1,1
52079,3,3,3,3,4,4,2,3,1,0,0
52080,1,3,1,4,3,5,5,4,1,2,0
52082,2,2,5,5,5,5,4,4,1,1,1
52083,2,2,2,2,3,2,3,2,0,2,0
52084,1,1,5,5,5,5,3,3,1,1,1
52085,5,5,4,4,4,4,5,5,1,1,1
52086,3,5,4,3,5,2,4,3,0,1,0
52087,4,3,4,4,3,2,3,4,1,2,0
52088,3,4,3,2,4,3,5,2,0,0,0
52089,4,4,4,5,2,3,2,5,0,2,1
52091,4,4,5,5,5,5,3,3,1,1,1
52092,4,1,3,4,4,4,1,2,1,2,1
52093,2,2,2,2,2,2,1,4,1,1,0
52094,1,5,1,1,1,1,1,5,0,2,0
52095,1,3,3,1,1,1,3,1,1,1,0
52096,3,3,4,4,4,4,3,5,1,1,1
52097,2,2,4,5,5,5,5,5,1,1,1
52098,4,3,3,4,4,2,3,4,1,1,1
52099,5,3,4,5,2,5,1,5,1,0,0
52100,2,2,2,2,3,4,2,2,1,1,0
52101,4,4,4,2,1,2,4,2,0,2,0
52102,3,4,3,4,2,2,2,4,1,2,0
52103,2,1,1,4,5,5,3,4,0,2,0
52104,4,4,4,4,4,5,4,4,1,1,1
52105,2,2,5,5,5,5,4,3,1,1,1
52107,3,3,4,3,3,4,4,4,1,1,1
52108,2,3,2,4,4,5,2,4,0,2,0
52109,3,5,3,1,3,3,3,1,0,2,0
52110,4,4,4,5,3,3,3,5,0,2,0
52111,3,4,3,4,1,5,5,4,0,2,0
52112,3,5,3,3,1,3,1,3,1,1,0
52113,3,2,4,3,3,3,4,4,1,1,0
52114,3,4,3,1,4,2,1,1,0,2,0
52115,2,2,3,2,2,2,2,4,1,1,0
52116,5,5,5,5,5,5,1,5,1,1,1
52117,2,1,4,4,4,2,5,3,0,2,0
52118,5,5,5,4,2,3,5,5,1,1,1
52119,3,3,3,1,4,2,4,1,0,2,0
52120,4,4,3,4,4,2,1,4,1,1,0
52121,5,2,5,4,5,3,5,4,1,2,1
52123,2,2,5,4,4,4,4,4,1,1,1
52124,4,4,1,5,5,5,3,5,1,1,1
52125,1,3,1,4,4,1,3,2,0,2,0
52127,3,3,5,3,3,3,4,5,1,1,1
52128,3,3,5,4,4,4,5,3,1,1,1
52130,2,3,3,1,1,2,1,4,0,1,0
52131,4,4,5,4,4,4,3,4,1,1,1
52132,2,3,2,2,2,4,1,2,0,0,0
52133,2,1,2,2,1,1,4,2,1,2,0
52134,3,1,4,2,2,3,4,4,0,1,0
52136,3,2,3,5,3,2,5,5,0,2,0
52137,3,5,3,4,1,5,2,4,0,2,0
52138,4,1,4,1,1,5,1,1,0,2,0
52139,4,1,4,4,4,3,3,4,1,1,0
52140,2,2,5,5,4,2,4,5,1,1,1
52141,4,4,5,4,4,4,2,3,1,1,1
52142,3,5,4,3,3,3,4,4,1,2,0
52143,2,4,2,1,3,2,3,1,1,1,0
52145,2,3,2,2,4,2,3,2,1,2,0
52146,5,1,1,5,5,5,2,4,1,2,1
52147,1,5,5,2,2,1,3,4,0,0,0
52148,2,3,2,2,4,2,4,2,0,2,0
52149,4,4,5,5,5,5,3,4,1,1,1
52150,4,2,4,2,4,4,4,2,0,2,1
52151,4,1,4,4,5,2,5,4,0,0,0
52152,3,4,3,2,5,4,3,2,0,2,0
52153,3,3,4,4,4,2,4,4,1,1,1
52154,3,3,2,3,1,1,4,3,1,1,0
52155,3,4,3,2,1,3,4,2,1,2,0
52156,2,3,5,5,5,2,2,5,0,0,0
52157,2,1,2,2,2,2,3,2,1,1,0
52158,3,3,2,2,4,4,4,2,1,1,1
52159,4,2,4,4,2,1,1,4,1,1,0
52160,3,4,3,1,5,5,5,1,0,2,0
52161,1,3,1,2,2,1,1,2,1,2,0
52162,3,3,4,3,3,3,3,3,1,1,0
52163,1,1,5,4,4,4,4,3,1,1,1
52164,2,3,2,4,4,3,1,4,0,2,0
52165,2,1,2,4,5,4,3,4,0,2,0
52166,2,2,4,4,4,4,4,3,1,1,1
52167,4,4,5,4,4,4,2,1,1,1,1
52168,1,3,1,3,5,1,3,3,0,2,0
52169,2,2,3,4,1,2,3,3,0,2,0
52170,3,3,3,1,3,3,2,1,0,2,0
52171,1,3,1,5,4,3,4,5,0,2,0
52172,3,3,3,3,2,3,4,3,0,0,0
52173,2,2,4,4,5,4,3,4,1,1,1
52174,2,5,4,3,3,3,2,4,1,1,0
52175,5,5,4,4,4,4,5,3,1,1,1
52176,5,5,5,4,4,4,3,3,1,1,1
52177,4,4,2,3,5,5,2,2,0,2,0
52178,1,1,4,4,4,4,4,5,1,1,1
52179,3,3,4,1,1,3,3,4,0,1,0
52180,1,3,1,5,5,4,4,5,1,1,0
52181,5,5,4,4,3,5,4,4,1,1,1
52182,2,5,1,3,4,2,4,3,0,2,0
52183,4,5,3,4,4,4,2,2,1,1,0
52185,4,3,1,4,4,4,1,1,0,2,1
52186,2,3,2,1,1,4,1,1,0,2,0
52187,5,5,5,4,4,4,5,4,1,1,1
52188,3,3,5,5,4,3,3,5,1,1,1
52189,2,5,2,2,2,2,3,1,1,1,0
52191,1,4,3,1,1,1,4,5,0,2,0
52192,2,4,2,2,3,1,3,2,1,1,0
52193,4,1,4,4,5,3,5,4,0,2,0
52194,4,3,4,5,4,2,5,5,0,0,0
52195,1,4,1,5,4,2,4,5,0,2,0
52197,5,5,2,5,5,5,5,5,1,1,1
52200,1,2,1,1,4,2,3,1,0,2,0
52201,2,2,5,5,3,5,4,5,1,1,1
52202,5,5,5,4,4,5,3,4,1,1,1
52204,5,5,4,5,5,5,4,5,1,1,1
52205,5,2,5,5,1,2,5,5,1,2,1
52206,1,3,1,1,2,3,2,1,0,2,0
52207,3,2,3,1,4,3,2,1,0,2,0
52208,4,4,5,5,5,5,5,4,1,1,1
52209,2,2,1,4,4,4,1,5,1,1,1
52210,4,4,4,4,1,2,4,4,1,2,1
52211,1,1,1,4,4,4,2,4,1,1,1
52212,4,4,4,5,1,1,3,5,0,2,0
52213,4,4,5,5,5,5,5,3,1,1,1
52214,2,2,2,2,1,4,2,2,1,2,0
52215,4,4,4,4,4,4,3,5,1,1,1
52216,2,2,4,5,5,5,1,2,1,1,1
52217,3,5,3,4,3,3,1,4,0,2,0
52218,3,3,3,3,3,4,1,3,0,2,0
52219,2,5,2,3,5,4,5,3,1,2,0
52220,4,3,4,4,1,4,4,4,0,2,0
52221,2,3,2,2,3,3,3,2,0,2,0
52222,2,1,2,2,2,4,1,2,1,2,0
52223,2,3,4,2,2,2,4,1,1,1,0
52224,2,4,3,4,4,2,4,5,0,2,0
52225,3,5,3,3,3,3,1,2,1,1,0
52226,3,3,4,4,4,4,5,5,1,1,1
52227,1,3,1,3,2,2,1,3,0,2,0
52228,1,4,1,5,2,1,1,5,1,2,0
52229,2,3,2,3,4,4,1,3,1,2,0
52230,1,2,1,1,3,3,3,1,1,1,0
52231,4,3,4,5,5,2,5,5,1,2,1
52232,1,1,4,5,5,5,5,3,1,1,1
52233,1,2,2,1,1,1,2,3,1,1,0
52234,2,1,3,2,1,4,1,2,1,1,0
52235,2,3,2,5,2,1,2,5,0,2,0
52236,3,3,3,5,4,2,1,5,1,2,0
52237,2,3,5,1,1,2,3,4,0,2,0
52238,3,3,2,3,3,3,1,4,1,1,0
52240,4,4,4,4,3,3,3,4,1,0,0
52241,4,3,5,3,3,4,4,3,0,0,0
52242,4,4,5,4,5,2,3,4,1,1,1
52243,1,1,3,1,1,1,1,2,1,0,0
52244,1,5,1,1,4,3,2,1,0,2,0
52245,2,4,2,2,2,4,5,2,1,2,1
52246,2,2,4,5,5,5,3,4,1,1,1
52247,3,4,3,2,3,3,4,2,0,0,0
52248,4,4,5,5,5,4,4,5,1,1,1
52249,3,1,3,4,4,3,1,1,1,2,0
52251,2,4,2,2,5,5,4,2,0,2,0
52252,1,2,3,1,1,1,4,2,1,1,0
52253,2,3,4,3,3,2,5,3,0,2,0
52254,3,4,3,1,4,3,1,1,1,2,0
52255,3,4,3,3,4,5,3,3,0,2,0
52257,3,4,3,1,1,4,4,1,1,2,0
52258,3,1,2,3,3,5,4,3,1,1,0
52259,1,1,5,5,4,5,3,5,1,1,1
52260,2,1,3,2,2,2,3,3,1,1,0
52261,3,3,3,3,4,2,3,3,1,1,0
52262,3,4,2,3,2,1,3,3,1,2,0
52263,2,2,2,3,4,2,4,3,1,2,0
52264,2,3,2,2,3,1,3,2,1,2,0
52265,3,3,5,5,5,5,3,3,1,1,1
52266,1,1,5,3,3,4,3,3,1,1,1
52267,2,2,2,2,5,4,4,2,0,2,0
52268,4,4,4,4,3,3,3,4,1,1,1
52269,2,4,2,2,3,2,2,2,1,0,0
52270,5,5,5,4,4,4,4,3,1,1,1
52271,3,3,5,4,4,4,4,3,1,1,1
52272,1,4,1,4,2,2,1,4,0,2,0
52273,2,2,5,5,5,5,5,3,1,1,1
52275,2,5,3,2,1,2,2,2,1,2,0
52276,3,4,3,5,2,5,3,5,1,2,0
52277,3,3,3,4,4,4,1,4,1,2,0
52278,3,4,3,3,1,5,1,3,1,2,0
52279,4,4,3,4,4,4,5,3,1,1,1
52280,1,3,1,2,4,3,4,2,1,2,0
52281,1,1,4,4,4,4,3,4,1,1,1
52282,3,3,5,3,3,4,4,3,1,1,1
52283,1,1,5,4,4,4,4,3,1,1,1
52284,1,1,2,5,3,1,1,5,1,2,0
52286,4,1,4,4,4,4,2,2,1,2,1
52289,2,1,2,3,3,2,4,3,0,0,0
52290,3,2,3,2,3,5,2,2,0,2,0
52291,2,3,2,3,2,2,2,3,1,0,0
52292,2,2,5,4,4,2,5,4,1,1,1
52293,3,5,3,3,2,1,3,3,1,2,0
52294,3,3,5,2,2,2,5,4,1,1,1
52295,2,2,2,2,3,4,4,2,1,1,1
52296,4,3,4,4,3,1,5,4,1,2,1
52297,2,1,4,2,2,2,2,3,1,1,0
52298,2,4,2,2,4,1,1,2,1,2,0
52299,3,5,3,3,3,3,2,4,1,0,0
52300,4,4,4,5,5,5,4,3,1,1,1
52301,5,1,5,5,5,1,5,5,1,2,1
52302,2,2,4,5,5,5,3,5,1,1,1
52303,4,2,4,4,3,4,3,4,0,2,0
52304,3,3,4,4,4,2,4,4,1,1,1
52305,1,2,1,2,3,5,1,2,0,2,0
52306,3,3,3,5,4,3,2,5,1,2,0
52308,4,4,3,3,3,4,5,3,1,1,1
52310,1,1,3,5,5,5,3,1,1,1,1
52311,3,1,3,3,3,3,1,2,1,1,0
52312,2,4,2,2,4,4,5,2,0,2,0
52313,2,2,4,4,5,3,4,4,1,1,1
52314,2,4,1,3,3,2,4,3,0,2,0
52315,3,4,3,3,1,1,4,3,0,2,0
52316,4,2,4,2,5,4,3,2,0,1,1
52317,3,3,3,3,4,3,2,3,1,0,1
52318,2,2,3,2,5,2,4,2,0,2,0
52319,2,2,4,5,5,5,3,4,1,1,1
52320,2,3,2,2,3,5,2,2,0,2,0
52321,1,4,1,1,3,4,3,1,1,2,0
52323,3,2,4,3,3,3,1,4,1,2,0
52324,3,2,2,5,2,2,2,5,1,1,0
52325,4,2,4,2,4,5,4,2,0,2,0
52326,2,2,5,5,5,4,5,3,1,1,1
52327,2,2,5,5,5,5,1,2,1,1,1
52328,3,3,3,2,5,3,1,2,0,2,0
52329,3,3,3,1,4,5,1,1,1,1,0
52330,1,2,1,4,4,5,5,4,1,1,0
52331,4,4,4,4,4,4,5,4,1,1,1
52333,3,4,3,3,2,1,2,3,1,1,0
52334,3,5,4,3,3,3,2,4,1,1,0
52335,5,5,5,5,5,5,3,5,1,1,1
52336,5,5,4,5,5,5,5,5,1,1,1
52337,5,3,1,2,2,5,3,1,0,2,1
52338,2,2,2,2,2,2,4,2,1,2,0
52339,3,3,3,5,1,4,4,5,1,2,0
52340,1,2,3,1,1,1,3,2,1,1,0
52341,2,3,4,2,2,2,2,4,1,1,0
52342,1,1,5,4,4,4,3,5,1,1,1
52343,4,4,4,4,5,1,1,4,1,2,1
52344,3,3,3,4,1,3,1,4,0,2,0
52345,3,1,3,4,3,3,3,4,1,1,0
52346,1,1,5,4,4,4,3,4,1,1,1
52348,3,4,3,5,4,2,5,5,0,2,0
52349,3,1,4,2,2,2,4,2,1,1,0
52350,3,3,5,5,5,5,4,4,1,1,1
52351,4,4,4,4,1,3,2,4,1,2,0
52352,2,4,2,1,4,3,5,1,0,2,0
52353,5,4,5,2,2,5,5,5,1,2,1
52354,2,2,5,5,5,5,3,3,1,1,1
52355,2,2,2,3,4,4,3,3,1,0,0
52356,3,2,3,2,2,3,2,2,0,2,0
52357,4,1,3,4,1,3,4,4,1,1,0
52358,3,4,3,2,4,2,2,2,1,2,0
52359,3,1,3,1,4,5,5,1,1,1,0
52361,1,3,1,3,3,4,5,3,0,2,0
52362,2,5,3,2,2,2,3,3,1,1,0
52363,4,5,3,4,4,4,4,4,1,2,0
52364,2,4,4,2,2,2,2,1,1,1,0
52366,2,1,2,4,4,2,3,4,1,2,0
52367,4,4,5,4,4,4,4,3,1,1,1
52368,3,5,3,3,3,3,2,3,1,1,0
52369,2,2,4,2,2,2,2,3,1,1,0
52370,2,2,5,4,4,5,5,3,1,1,1
52371,2,4,3,2,1,1,2,2,1,2,0
52372,1,5,1,1,4,5,3,1,1,1,0
52373,3,5,3,3,5,2,5,3,0,2,0
52374,1,2,5,3,3,1,3,2,0,2,0
52375,1,1,3,4,3,3,3,3,1,1,1
52376,3,4,3,3,4,2,5,3,0,2,0
52377,4,4,4,4,2,3,2,4,1,2,0
52378,3,3,5,4,4,4,5,3,1,1,1
52379,5,5,4,4,4,4,4,3,1,1,1
52381,2,4,2,2,1,4,3,2,1,1,0
52382,2,4,3,4,5,3,5,4,0,2,0
52383,4,4,4,4,4,2,1,4,1,0,0
52384,3,4,3,2,2,2,3,2,0,2,0
52385,1,3,1,3,5,4,5,3,1,1,0
52386,2,5,2,2,2,2,3,4,1,1,0
52388,4,1,4,3,5,4,4,4,1,0,1
52389,2,2,4,4,4,4,4,3,1,1,1
52390,1,4,2,2,4,3,4,2,1,1,0
52391,4,4,3,5,5,5,5,4,1,1,1
52392,2,2,2,3,5,3,5,3,1,2,0
52393,3,2,3,4,2,3,2,4,0,2,0
52394,2,2,5,5,5,5,3,3,1,1,1
52395,2,5,2,2,1,4,3,2,1,0,0
52396,4,4,4,4,1,2,3,4,1,2,0
52397,5,2,5,5,2,2,2,5,1,2,1
52398,2,4,2,4,5,3,3,4,0,2,0
52399,2,4,2,5,2,3,4,5,1,2,0
52400,1,4,1,4,4,4,3,4,1,2,0
52401,2,2,2,5,2,1,2,5,0,2,0
52402,4,4,4,4,4,3,1,3,1,1,0
52403,3,3,4,5,2,4,2,5,0,2,0
52404,2,2,5,5,5,2,3,4,0,2,0
52405,2,2,4,4,4,4,4,4,1,1,1
52406,5,5,5,3,2,5,5,5,1,1,1
52407,3,1,3,3,2,5,3,3,1,2,0
52409,2,2,2,1,4,2,3,1,1,1,0
52410,5,5,4,4,4,4,5,3,1,1,1
52411,2,2,1,4,4,2,3,3,0,1,0
52412,3,2,3,2,2,3,2,3,1,2,0
52413,3,2,2,2,5,2,4,2,0,2,0
52415,5,4,5,5,2,5,3,5,1,2,1
52416,4,3,4,2,1,4,2,2,1,2,0
52417,2,2,2,2,1,4,2,2,1,2,0
52418,2,5,3,2,2,2,4,2,1,2,0
52419,4,3,4,3,5,4,4,3,1,0,0
52420,4,4,5,4,4,4,4,3,1,1,1
52421,2,2,4,4,4,4,5,3,1,1,1
52422,4,3,4,1,2,3,2,1,0,0,0
52423,3,3,1,5,5,5,4,2,1,1,1
52424,2,3,2,3,3,3,4,3,0,2,0
52425,3,4,3,3,1,1,2,3,0,2,0
52427,3,2,3,5,3,5,3,5,0,0,0
52428,3,2,3,3,1,1,4,3,0,1,0
52429,1,1,1,4,4,4,5,2,1,1,1
52430,1,1,4,5,5,5,4,5,1,1,1
52431,3,3,5,3,3,2,5,4,1,1,1
52433,2,2,4,4,3,2,5,4,1,1,1
52434,5,5,4,5,5,5,5,3,1,1,1
52435,2,1,2,5,4,5,4,5,0,2,0
52436,3,3,3,3,4,2,4,3,0,2,0
52437,2,3,2,2,3,1,1,2,0,2,0
52438,3,3,4,4,4,4,3,3,1,1,1
52442,4,4,4,5,5,5,3,5,1,1,1
52443,4,5,4,4,4,2,4,4,0,2,0
52444,3,3,4,4,4,4,3,3,1,1,1
